index,dataset,seed,arm,accuracy,macro_f1,balanced_accuracy,log_loss,rescues,harms,net_rescue,intervention_rate,beacon_lock_rate,beacon_quality_mean,vmax,a0_thrust,brake_start
51,breast_cancer,127,homing_vmax_acceleration,0.9649122807017544,0.9623015873015872,0.9623015873015872,0.0831195403162079,0,0,0,0.0,0.8947368421052632,0.7278612382096917,0.2,0.0,0.1
52,breast_cancer,127,a0_maintenance_thrust,0.9649122807017544,0.9623015873015872,0.9623015873015872,0.0831195403162079,0,0,0,0.0,0.8947368421052632,0.7278612382096917,0.2,0.0,0.1
53,breast_cancer,127,dynamic_precision_deceleration,0.9649122807017544,0.9623015873015872,0.9623015873015872,0.0831485266264158,0,0,0,0.0,0.8947368421052632,0.7278612382096917,0.2,0.0,0.1
54,breast_cancer,127,terminal_micro_guidance,0.9649122807017544,0.9623015873015872,0.9623015873015872,0.0831477571030709,0,0,0,0.0,0.8947368421052632,0.7278612382096917,0.2,0.0,0.1
55,breast_cancer,127,full_laser_homing_beacon_conduit,0.9649122807017544,0.9623015873015872,0.9623015873015872,0.0831477571030709,0,0,0,0.0,0.8947368421052632,0.7278612382096917,0.2,0.0,0.1
56,breast_cancer,149,adaptive_entry_combi_anchor,0.9385964912280702,0.933693394266722,0.9315476190476192,0.1713534378791994,0,0,0,0.0,0.9210526315789472,0.749190267854048,0.2,0.0,0.1
57,breast_cancer,149,laser_targeting_lens,0.9298245614035088,0.9238222519211494,0.9196428571428572,0.1698159358457994,0,1,-1,0.0087719298245614,0.9210526315789472,0.749190267854048,0.2,0.0,0.1
58,breast_cancer,149,homing_vmax_acceleration,0.9385964912280702,0.933693394266722,0.9315476190476192,0.1711777837373804,0,0,0,0.0,0.9210526315789472,0.749190267854048,0.2,0.0,0.1
59,breast_cancer,149,a0_maintenance_thrust,0.9385964912280702,0.933693394266722,0.9315476190476192,0.1711777837373804,0,0,0,0.0,0.9210526315789472,0.749190267854048,0.2,0.0,0.1
60,breast_cancer,149,dynamic_precision_deceleration,0.9385964912280702,0.933693394266722,0.9315476190476192,0.1705401697971887,0,0,0,0.0,0.9210526315789472,0.749190267854048,0.2,0.0,0.1
61,breast_cancer,149,terminal_micro_guidance,0.9385964912280702,0.933693394266722,0.9315476190476192,0.1705357702262808,0,0,0,0.0,0.9210526315789472,0.749190267854048,0.2,0.0,0.1
62,breast_cancer,149,full_laser_homing_beacon_conduit,0.9385964912280702,0.933693394266722,0.9315476190476192,0.170426667994273,0,0,0,0.0,0.9210526315789472,0.749190267854048,0.2,0.0,0.1
63,breast_cancer,173,adaptive_entry_combi_anchor,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.163252945993196,0,0,0,0.0,0.868421052631579,0.7260242524535706,0.2,0.0,0.1
64,breast_cancer,173,laser_targeting_lens,0.9385964912280702,0.9322062696457396,0.9216269841269842,0.160699371757745,0,1,-1,0.0087719298245614,0.868421052631579,0.7260242524535706,0.2,0.0,0.1
65,breast_cancer,173,homing_vmax_acceleration,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1628535303808836,0,0,0,0.0,0.868421052631579,0.7260242524535706,0.2,0.0,0.1
66,breast_cancer,173,a0_maintenance_thrust,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1628535303808836,0,0,0,0.0,0.868421052631579,0.7260242524535706,0.2,0.0,0.1
67,breast_cancer,173,dynamic_precision_deceleration,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1613602182938652,0,0,0,0.0,0.868421052631579,0.7260242524535706,0.2,0.0,0.1
68,breast_cancer,173,terminal_micro_guidance,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1613500473695559,0,0,0,0.0,0.868421052631579,0.7260242524535706,0.2,0.0,0.1
69,breast_cancer,173,full_laser_homing_beacon_conduit,0.9473684210526316,0.9415384615384615,0.9285714285714286,0.1613026099153023,0,0,0,0.0,0.868421052631579,0.7260242524535706,0.2,0.0,0.1
